,fit_time,score_time,test_accuracy,test_log-loss,test_ECE,test_MCE,test_sharpness,test_overconfidence,test_underconfidence,test_avg_confidence,model,alpha,beta,miscal_function,test_plus_train_size,marginal_class_probs
0,0.05042695999145508,0.3778259754180908,0.3022222222222222,1.6189339997265673,-0.08779894179894181,-0.30043290043290044,0.027939538147472923,-0.3595005096575879,-0.636298546898282,0.3607701281207028,Bayesian_Binning_into_Quantiles,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
1,0.050039052963256836,0.3808109760284424,0.27,1.605224773707084,-0.04970370370370369,-0.17506265664160403,0.0016822759355660383,-0.2833979146486767,-0.7108782239371522,0.28494335723050285,Bayesian_Binning_into_Quantiles,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
2,0.05945992469787598,0.39289188385009766,0.3377777777777778,1.5960621484849986,-0.04088359788359787,-0.10952380952380952,0.026467617066454795,-0.30453883021974615,-0.6752296156354225,0.3113725996197781,Bayesian_Binning_into_Quantiles,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
3,0.049826860427856445,0.3748180866241455,0.29555555555555557,1.5785760704884009,-0.039862433862433856,-0.08375988832014888,0.009099940986189324,-0.32504923065028624,-0.6609154443010798,0.329197448942438,Bayesian_Binning_into_Quantiles,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
4,0.05382990837097168,0.377413272857666,0.27,1.6170716136733139,-0.03504761904761903,-0.042857142857142816,0.0018093224020712237,-0.2808572220877253,-0.7158925659409799,0.28173477931997487,Bayesian_Binning_into_Quantiles,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
5,0.04965496063232422,0.3832268714904785,0.28555555555555556,1.5919815977261655,-0.052222222222222225,-0.052222222222222225,0.00022368957820016202,-0.22428337548157756,-0.7751830538833127,0.22443573954071447,Bayesian_Binning_into_Quantiles,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
6,0.05008220672607422,0.3781156539916992,0.2577777777777778,1.6023014360987438,-0.04877248677248678,-0.16553672316384183,0.009088770697920126,-0.3007283341408555,-0.693629407358348,0.3021827829988385,Bayesian_Binning_into_Quantiles,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
7,0.05095982551574707,0.3800661563873291,0.2922222222222222,1.651237672544422,-0.007238095238095244,-0.015343915343915382,0.00733740745561845,-0.2863753009454046,-0.7063256171405904,0.28850825488249726,Bayesian_Binning_into_Quantiles,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
8,0.051882028579711914,0.3781282901763916,0.2722222222222222,1.5886283191819808,-0.05629629629629629,-0.07097195042400523,0.010078229883135658,-0.29292236317752135,-0.7069712890584015,0.29295131340218683,Bayesian_Binning_into_Quantiles,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
9,0.04982113838195801,0.3804287910461426,0.3233333333333333,1.5788018471516356,-0.059476190476190474,-0.14353233830845769,0.01194465691205259,-0.29008263749981433,-0.708443605356761,0.2905591523095216,Bayesian_Binning_into_Quantiles,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
