,fit_time,score_time,test_accuracy,test_log-loss,test_ECE,test_MCE,test_sharpness,test_overconfidence,test_underconfidence,test_avg_confidence,model,alpha,beta,miscal_function,test_plus_train_size,marginal_class_probs
0,65.3594388961792,4.217581272125244,0.4177777777777778,1.5167850801061942,-0.07233333333333335,-0.3476190476190476,0.06979805696769831,-0.30988186546073687,-0.6301664440916847,0.33474018784089704,GP_calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
1,59.659024238586426,4.116374969482422,0.41,1.535747424414276,-0.04001587301587305,-0.09047619047619049,0.11683260817251628,-0.38838163852893914,-0.5356667031008231,0.4197543199193062,GP_calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
2,62.270004987716675,4.656064987182617,0.4066666666666667,1.5088049436971036,-0.0654642724720589,-0.13545611015490533,0.09577849441068552,-0.32755687725200483,-0.6040051202072954,0.3557835758377131,GP_calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
3,58.515525817871094,4.327917098999023,0.40555555555555556,1.4910523247118228,-0.06417460317460318,-0.17142857142857137,0.15116861449669516,-0.359370247076166,-0.5674418673045984,0.3916280628213666,GP_calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
4,9.21223497390747,4.137243032455444,0.41,1.6544383533694897,-0.01878835978835981,-0.06153846153846165,0.10119188117403191,-0.3965150905236227,-0.5386111017812806,0.42338509613673875,GP_calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
5,58.599891901016235,4.230623960494995,0.3933333333333333,1.5447650113019038,-0.0879047619047619,-0.22619047619047616,0.15332857689437715,-0.44014963976000243,-0.4769979943739572,0.47405525221278805,GP_calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
6,58.498366832733154,4.169763803482056,0.4177777777777778,1.5298806319414007,-0.03594179894179897,-0.2952380952380953,0.10764328280579215,-0.3791183894038772,-0.5512315017372977,0.40940690372982846,GP_calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
7,62.2600839138031,4.178020000457764,0.4111111111111111,1.5359111971803667,-0.029624338624338623,-0.19047619047619047,0.1046713544512744,-0.38926755975477706,-0.5423443823305447,0.41807235848215357,GP_calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
8,60.96825289726257,4.1787192821502686,0.40555555555555556,1.514325478326133,-0.06712698412698415,-0.26933797909407664,0.24607525206121325,-0.40698351099062857,-0.4868234526404136,0.44871520929370756,GP_calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
9,61.89268088340759,4.241424083709717,0.4122222222222222,1.5178825850829991,-0.03286243386243387,-0.24285714285714288,0.11767434135668768,-0.39777594703048125,-0.5344433048742195,0.4268787152454624,GP_calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
0,627.5753169059753,34.81139826774597,0.42777777777777776,1.4586823284207175,-0.02031111111111111,-0.08571428571428563,0.1448107464274184,-0.37379496777935434,-0.5394519954955611,0.41086595550046007,GP_calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
1,646.1795949935913,33.403342962265015,0.43066666666666664,1.4587403070157627,-0.03487441653700821,-0.07604832977967307,0.14268542040885832,-0.35835010321628247,-0.5568127385251532,0.3950158815263343,GP_calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
2,598.4070589542389,33.07442808151245,0.43144444444444446,1.4627627855193803,-0.03546507936507936,-0.30000000000000004,0.15735730593730535,-0.36907247583556607,-0.5434089451141844,0.40693950178935273,GP_calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
3,600.989009141922,33.58834099769592,0.41944444444444445,1.461452865104952,-0.027524867724867723,-0.24761904761904774,0.14910783642187897,-0.3556189852369322,-0.5509566592175327,0.3948660539092474,GP_calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
4,561.3380682468414,32.68935418128967,0.43122222222222223,1.4575915260743555,-0.03335925925925924,-0.9666666666666667,0.14333439743778903,-0.3623142303097879,-0.5544618898334941,0.3986341283756629,GP_calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
5,583.4969289302826,32.85951900482178,0.41755555555555557,1.4555013839134472,-0.030964021164021176,-0.08571428571428563,0.1837639321362116,-0.3653629394306588,-0.5284268795666897,0.40956466316928575,GP_calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
6,622.4235200881958,32.78684997558594,0.4191111111111111,1.4611510245631818,-0.02898946443784761,-0.11428571428571432,0.17422386937629347,-0.36728442281562207,-0.5327340987790814,0.4092605717225064,GP_calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
7,590.2315857410431,32.096834897994995,0.4321111111111111,1.4629820429497935,-0.0324602204477746,-0.06713968018638145,0.12650538178589787,-0.3634662311978341,-0.5578158218171629,0.3975740145448446,GP_calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
8,594.9534330368042,32.66419696807861,0.4258888888888889,1.4647152409539999,-0.03571825440922008,-0.1590383726306056,0.18860670595180348,-0.3701797279695902,-0.5321172876153653,0.4118734480889135,GP_calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
9,561.1487770080566,32.47482895851135,0.42944444444444446,1.459030325336483,-0.035295767195767186,-0.9666666666666667,0.15678253536585207,-0.3663570095654332,-0.5461775126054101,0.4039679464429854,GP_calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
0,59.662309885025024,4.142356872558594,0.61,1.2470858616563347,-0.15047619047619049,-0.23494687131050773,0.2636495167273594,-0.43282243857893854,-0.4689560753217475,0.4921011169397319,GP_calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
1,62.474595069885254,3.9968791007995605,0.5588888888888889,1.2864661479216926,-0.062375661375661355,-0.15162907268170422,0.18184292425147597,-0.4678726301927036,-0.430021003483608,0.5226721461089476,GP_calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
2,55.71011686325073,4.085169792175293,0.5966666666666667,1.2694463311997728,-0.10685185185185189,-0.21509625126646403,0.28823149014465493,-0.4923231487084631,-0.4134451409967587,0.5477901319499691,GP_calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
3,61.90795111656189,4.0006890296936035,0.5755555555555556,1.2489406962669032,-0.07525925925925923,-0.27892603850050657,0.17295116441021602,-0.4642724681335114,-0.44114536645388913,0.5199008096175856,GP_calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
4,54.93752980232239,3.9811718463897705,0.6055555555555555,1.3256822002342572,-0.08284126984126987,-0.19523809523809532,0.19742756731943356,-0.4672595064857441,-0.44390917959637843,0.5203492686340294,GP_calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
5,65.29603624343872,4.048043727874756,0.6022222222222222,1.2774296714831381,-0.1489312169312169,-0.24285714285714288,0.09674614698655369,-0.4217289740942785,-0.516810158442866,0.45882434315551185,GP_calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
6,60.21754598617554,4.119158983230591,0.6011111111111112,1.2414097126053791,-0.09452301499020077,-0.23152709359605916,0.18622750696527365,-0.4586335111299373,-0.4562169710815203,0.5099880791386652,GP_calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
7,60.44552707672119,4.06805682182312,0.6066666666666667,1.23345092447958,-0.07648677248677246,-0.19094567404426566,0.1962922084804501,-0.4825609094574845,-0.43018002218474033,0.5336714353366511,GP_calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
8,60.79958391189575,4.022216081619263,0.5933333333333334,1.2664828954467071,-0.10437566137566134,-0.269047619047619,0.23316295035690499,-0.44020680604286905,-0.4606909342977786,0.49852359693901566,GP_calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
9,59.81709384918213,3.916522979736328,0.5777777777777777,1.2574239419078062,-0.08103703703703706,-0.2095238095238095,0.2898617777338393,-0.5000763187773666,-0.37739618724821433,0.5711564611762513,GP_calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
