,,,,,,,accuracy,accuracy,log-loss,log-loss,ECE,ECE,MCE,MCE,sharpness,sharpness,overconfidence,overconfidence,underconfidence,underconfidence,avg_confidence,avg_confidence,weighted_abs_conf_difference,weighted_abs_conf_difference,brier_score,brier_score
Platt,KITTI,XGBoost,2,9090,1000,8000,0.967325,0.0006851601597031404,0.10446539998282171,0.00213768460074857,0.01978549242424244,0.0018622520551946763,0.6698181818181818,0.03357316199259127,0.061820680051383615,0.0031898983875621703,0.8333632611024525,0.01023767998994807,0.025717292907700466,0.0035088216251176066,0.9696801034633836,0.003625177599097885,0.0034258466736576594,0.003283284233929596,0.02658723300191588,0.00062476849631191
Platt,KITTI,mondrian_forest,2,9031,1000,8000,0.9539,0.00041583249832915473,0.13200589753923014,0.001034711979000557,0.0197561553030303,0.0011026493011195102,0.5889292929292929,0.0884398469323146,0.10586484950107271,0.0018089740603059175,0.7939451071320562,0.005633348958713805,0.03566674737992538,0.001823839544522524,0.9564776519088902,0.0019434114767946356,0.0026115884496320666,0.002003335582653658,0.03561399589761633,0.0002711147985621335
Platt,KITTI,random_forest,2,9090,1000,8000,0.9628250000000002,0.0010544219058591033,0.11154242982902467,0.002236402914098983,0.014725410353535352,0.0026837032978775767,0.8296868686868686,0.08863757965022599,0.10207143250950987,0.006709455612994829,0.7899473813438336,0.013814255083818162,0.03076414851916569,0.004973597594377068,0.9625719507776755,0.005153250567908505,0.004684071495124899,0.0030822499405594997,0.02936911221629492,0.0006324745447606945
Platt,KITTI,1layer_NN,2,9090,1000,8000,0.964425,0.0007434902674398435,0.12048324274398232,0.00160129456695567,0.028459473484848497,0.0033631481444668073,0.6821919191919192,0.05410844180836174,0.04829285421903218,0.00291817295006675,0.8549472823797816,0.01043006148184756,0.02903497830375647,0.005369703370412806,0.9668383232565338,0.005463900665162144,0.005129528122267579,0.003472867143543595,0.029404301833168157,0.0006232472714326965
Isotonic,KITTI,AdaBoost,2,9090,1000,8000,0.9496625,0.0005744864856741264,0.18633241380791093,0.025813092708741745,0.013391885101010104,0.0021118129918138843,0.8613636363636363,0.09854896183573547,0.14879993549193762,0.02699325349814058,0.7770921254327167,0.02077078272820255,0.03768735331778741,0.003626648848273655,0.9529927195926208,0.004288694364210793,0.004304253033959532,0.0034318197331321175,0.03942947651046965,0.0004941023819600273
Isotonic,KITTI,XGBoost,2,9090,1000,8000,0.9660249999999999,0.0017116837065039754,0.1516856117671674,0.03313598562898893,0.011362300505050512,0.002573743047061856,0.7866262626262627,0.14379965217381319,0.08851226236271559,0.02840092116854906,0.8037548035193269,0.03767036884714281,0.02544386718127355,0.004352136791031236,0.9687216771950873,0.004978926895322287,0.004324139068339378,0.004107218365726855,0.02711394376670629,0.000769951475163295
Isotonic,KITTI,mondrian_forest,2,9031,1000,8000,0.9522875,0.0020531564453029165,0.17612079050096766,0.02209190245683913,0.014235127525252527,0.0018049589933512074,0.843050505050505,0.09006479180762163,0.13481984658623428,0.024995412554011918,0.775434711474845,0.02105869369403386,0.034551237537362535,0.002980671200321093,0.9563602545353295,0.00294270944503501,0.004250723785094368,0.003987845845763002,0.036583681526617,0.00045181955110785657
Isotonic,KITTI,random_forest,2,9090,1000,8000,0.9616,0.0017428425057933088,0.16042780601465365,0.044179004648227944,0.01347984217171718,0.002960310960817618,0.717010101010101,0.2676758420668832,0.1071525815127053,0.015518406715323172,0.7898362257111511,0.026425658891426528,0.029241881409037735,0.004920244872924353,0.9637903884238863,0.005541090420578161,0.0046740571664562304,0.0032951397981229196,0.03025273871058533,0.000705725378052634
Isotonic,KITTI,1layer_NN,2,9090,1000,8000,0.9685874999999999,0.0012134231880648154,0.15715903722539604,0.05081154711399787,0.01207137626262626,0.004307371218787491,0.8376060606060605,0.09961486219430041,0.07110524592361203,0.023472216225312013,0.8347992677599914,0.03214328457074634,0.024690952325956715,0.0051751019046429635,0.9709064568390907,0.005720204215104687,0.004976735769699078,0.004705436954202471,0.026383748091761212,0.0008705434010258557
Beta,KITTI,AdaBoost,2,9090,1000,8000,0.9498875,0.0009175185435607048,0.13989554037717233,0.0015280019940234649,0.01803716086213921,0.0015547171340952028,0.3848809523809524,0.05913698918123364,0.15614199501895037,0.007390319195108532,0.7616094454891336,0.009096759702021534,0.04164818065857303,0.0035225176349548966,0.9484923900121748,0.0036960415923924183,0.0033341505182180728,0.0025981174135209432,0.038644940935089314,0.0004125241143281543
Beta,KITTI,XGBoost,2,9090,1000,8000,0.9670874999999999,0.0010525267217510524,0.09995138114107908,0.002002761552265292,0.017801875,0.0014586855077149603,0.5582323232323233,0.07919921975556415,0.09633030968863819,0.00913732987909668,0.7931347655007014,0.012591217619408922,0.028491638105200175,0.0038516250874652317,0.9656448775030547,0.0039666739039579514,0.0042299786224246705,0.0025333078241455355,0.026530702575069683,0.000630577812644747
Beta,KITTI,mondrian_forest,2,9031,1000,8000,0.9532,0.0008502450627122897,0.157608029689651,0.009417279018526039,0.025211577783428134,0.009884597787277068,0.44352525252525254,0.12565914772104328,0.14156382392354533,0.040701262167245414,0.7646740586490373,0.03536486259061247,0.04549517380806257,0.013622694157166068,0.9456297273769344,0.014461321002881153,0.010495892483885754,0.01243632424474295,0.03678501992496449,0.0013993733963598672
Beta,KITTI,random_forest,2,9090,1000,8000,0.9624625,0.001740100970889022,0.11386652807052762,0.0019523214427199787,0.015933209369002062,0.0027498895789988607,0.8435454545454546,0.044097132915400274,0.11596233480319047,0.013286934133630945,0.77494979436307,0.016499254841763445,0.032290912808906266,0.0053856647294262955,0.9604723703613003,0.005598809426509278,0.005157573191467959,0.004102996913889566,0.029485214376101875,0.0006018236190459381
Beta,KITTI,1layer_NN,2,9090,1000,8000,0.9683624999999999,0.0008649221223773515,0.1028839001123589,0.0019298570751650809,0.01741800568221366,0.0026348310194301682,0.6755555555555556,0.08037826558431295,0.06404869159753311,0.01338317771761388,0.8285607395175217,0.020406882920414975,0.02655339513020457,0.0047244422783443915,0.9688698424178369,0.005033723752848976,0.0037833811555847813,0.004004757343739759,0.025803009268567496,0.0006129314874151563
