,,,,,,,accuracy,accuracy,log-loss,log-loss,ECE,ECE,ECE_15bins,ECE_15bins,MCE,MCE,sharpness,sharpness,overconfidence,overconfidence,underconfidence,underconfidence,avg_confidence,avg_confidence,weighted_abs_conf_difference,weighted_abs_conf_difference,brier_score,brier_score
GPcalib,KITTI,random_forest,2,9090,1000,8000,0.9637,0.0006351946333386624,0.11394986419904767,0.0016238079853341028,0.01809823484848485,0.002834704648616501,0.02744267857142858,0.0034760439574425496,0.6089191919191919,0.11143887785000625,0.10875060609204881,0.012135287309555695,0.7855176689151296,0.018823722967458437,0.0337234499347044,0.005588061654297641,0.9597203910637632,0.005976933376938864,0.006150369178729886,0.004131904679929286,0.029194599504037688,0.0005419177428794987
GPcalib,KITTI,1layer_NN,2,9090,1000,8000,0.9619875,0.0005604127942865034,0.12234119082934274,0.0013720616543066815,0.015813544992510482,0.0023079773222110717,0.02681310799009634,0.003192066488641536,0.44451515151515153,0.03322680661998822,0.12049252761053289,0.012415417358630153,0.791932526806338,0.01392211976327598,0.034155684009573965,0.0033937483580555035,0.9592357402075045,0.003722112327868439,0.0027517597924954468,0.004026913008888706,0.031404471288394464,0.00033648217018451083
GPcalib_lin,KITTI,AdaBoost,2,9090,1000,8000,0.94635,0.0005974482776311529,0.14377333318116767,0.0015907103193536626,0.01822113543608201,0.001743206289143075,0.0266321622104425,0.0024400794604743188,0.36233333333333334,0.0478380966184844,0.1626558653326443,0.010675897160147536,0.7532982590745466,0.011366556336285433,0.04327636357323843,0.003670514192957301,0.9458094951937628,0.003979781451045017,0.0033789623341710893,0.002214002425426739,0.04029488012782857,0.00041371865903692387
GPcalib_lin,KITTI,XGBoost,2,9090,1000,8000,0.9674125,0.0005923411648328907,0.10363773772989107,0.001623650519183842,0.02005714267676769,0.0015435719263348585,0.024926845238095227,0.0006318263794173575,0.680212121212121,0.0062606709231616655,0.06114083440945517,0.004004393751157953,0.8328267409934756,0.010494502830714111,0.0258529760744384,0.0033873866577373694,0.9695445178070873,0.003539652255014423,0.003331632132448573,0.003030965622453718,0.026460294285926684,0.0005887006448595791
GPcalib_lin,KITTI,mondrian_forest,2,9031,1000,8000,0.9535875,0.00031759731666932626,0.13198862703495573,0.0009618502564524731,0.020065707070707064,0.0008983147610205902,0.023329047619047628,0.0004586191646353566,0.5703232323232322,0.05981557150920904,0.10621430325768062,0.0016429053801109814,0.7907833108540316,0.0044951304442368955,0.035556819782991786,0.0018436307085500996,0.9563833878106578,0.0019272508522659587,0.002829075242681303,0.002056263810464243,0.035536240771547246,0.00029052385465341954
GPcalib_lin,KITTI,random_forest,2,9090,1000,8000,0.9636625000000001,0.0007661456562995646,0.11102141859212152,0.00204934180326394,0.012641931818181823,0.0020442865858505874,0.025190505952380954,0.0021141996259349508,0.8747272727272728,0.0324182473453264,0.10192314598455472,0.006459498860318156,0.7933193884398926,0.014639851027016246,0.031224017756349115,0.004853338076670241,0.9624026337500882,0.005108260945087913,0.004727661089924571,0.0028632401634530544,0.029132191377383654,0.000599819130200749
GPcalib_lin,KITTI,1layer_NN,2,9090,1000,8000,0.9619875,0.0005665747474468399,0.12757494260205687,0.0023963163644179844,0.02756517171717173,0.002246663473059408,0.025850863095238086,0.0015808948858558047,0.7396060606060606,0.055075719881568196,0.05725156882498289,0.007901790014788126,0.8584341003483539,0.013887618189801164,0.03128913713163059,0.004813162813996355,0.9645209160096904,0.004978272140646333,0.0046157157878969415,0.003498026021608764,0.03211591570543707,0.0006675758597319904
Platt,KITTI,AdaBoost,2,9090,1000,8000,0.94985,0.0009238356034610595,0.13990577867842796,0.001534290456193694,0.018180817352896648,0.0017841597120156912,0.02591296167727577,0.0020403219416864223,0.3994790764790765,0.06540087657537418,0.15613994450436505,0.007422805217688764,0.7614313407708433,0.009035078601651175,0.04161892290747692,0.0035396457034802915,0.9485039621619332,0.0037104010441329415,0.0033530829928639155,0.002580496087171822,0.03864572484403205,0.00041311349375379024
Platt,KITTI,XGBoost,2,9090,1000,8000,0.967325,0.0006851601597031404,0.10446539971157565,0.0021376845443027,0.01978549242424244,0.0018622520551946763,0.025381071428571413,0.0007900734754589884,0.6698181818181818,0.03357316199259127,0.06182067919698118,0.0031898982717458355,0.8333632602976161,0.010237679812219621,0.02571729277278701,0.0035088215524623663,0.9696801035675149,0.0036251775191870864,0.0034258467068683644,0.0032832841820067235,0.02658723288889576,0.0006247684927891883
Platt,KITTI,mondrian_forest,2,9031,1000,8000,0.9539,0.00041583249832915473,0.13200589753923014,0.001034711979000557,0.0197561553030303,0.0011026493011195102,0.023534226190476185,0.0006377699119595717,0.5889292929292929,0.0884398469323146,0.10586484950107271,0.0018089740603059175,0.7939451071320562,0.005633348958713805,0.03566674737992538,0.001823839544522524,0.9564776519088902,0.0019434114767946356,0.0026115884496320666,0.002003335582653658,0.03561399589761633,0.0002711147985621335
Platt,KITTI,random_forest,2,9090,1000,8000,0.9628250000000002,0.0010544219058591033,0.11154242982902467,0.002236402914098983,0.014725410353535352,0.0026837032978775767,0.02541773809523809,0.001945075128524863,0.8296868686868686,0.08863757965022599,0.10207143250950987,0.0067094556129948316,0.7899473813438336,0.013814255083818162,0.03076414851916569,0.004973597594377068,0.9625719507776755,0.005153250567908505,0.004684071495124899,0.0030822499405594997,0.02936911221629492,0.0006324745447606945
Platt,KITTI,1layer_NN,2,9090,1000,8000,0.964425,0.0007434902674398435,0.12048324274398232,0.0016012945669556715,0.028459473484848497,0.0033631481444668073,0.03073348214285714,0.0021915782011713895,0.6821919191919192,0.05410844180836174,0.04829285421903218,0.002918172950066749,0.8549472823797813,0.010430061481847552,0.029034978303756464,0.005369703370412807,0.966838323256534,0.005463900665162134,0.005129528122267581,0.003472867143543594,0.029404301833168157,0.000623247271432696
Isotonic,KITTI,AdaBoost,2,9090,1000,8000,0.9496625,0.0005744864856741264,0.18633241380791093,0.02581309270874175,0.013391885101010104,0.0021118129918138843,0.02590955357142858,0.002865927098242462,0.8613636363636363,0.09854896183573547,0.14879993549193762,0.02699325349814058,0.7770921254327167,0.02077078272820255,0.03768735331778737,0.003626648848273655,0.9529927195926209,0.004288694364210804,0.004304253033959558,0.003431819733132115,0.03942947651046965,0.0004941023819600279
Isotonic,KITTI,XGBoost,2,9090,1000,8000,0.9660249999999999,0.0017116837065039754,0.15168561143760903,0.033135986235456216,0.011362300505050512,0.002573743047061856,0.02816622023809523,0.003304640569673121,0.7866262626262627,0.14379965217381319,0.08851226522931448,0.02840092272108614,0.8037547977385596,0.03767036629724691,0.025443867461173986,0.0043521369284651125,0.9687216767303422,0.004978926994354327,0.004324138537135554,0.004107218747512954,0.027113943586801664,0.0007699514687108315
Isotonic,KITTI,mondrian_forest,2,9031,1000,8000,0.9522875,0.0020531564453029165,0.17612079050096766,0.02209190245683913,0.014235127525252527,0.0018049589933512074,0.02726215879883794,0.001728575115022471,0.843050505050505,0.09006479180762163,0.13481984658623428,0.024995412554011918,0.775434711474845,0.02105869369403386,0.034551237537362535,0.002980671200321093,0.9563602545353295,0.00294270944503501,0.004250723785094368,0.003987845845763002,0.036583681526617,0.00045181955110785657
Isotonic,KITTI,random_forest,2,9090,1000,8000,0.9616,0.0017428425057933088,0.16042780601465365,0.044179004648227944,0.01347984217171718,0.002960310960817618,0.027649374999999997,0.0031155129281043767,0.717010101010101,0.2676758420668832,0.1071525815127053,0.015518406715323172,0.7898362257111511,0.026425658891426528,0.029241881409037735,0.004920244872924353,0.9637903884238863,0.005541090420578161,0.0046740571664562304,0.0032951397981229196,0.03025273871058533,0.000705725378052634
Isotonic,KITTI,1layer_NN,2,9090,1000,8000,0.9685874999999999,0.0012134231880648154,0.15716787670194204,0.05080991438259812,0.012065723484848481,0.004310377820566424,0.02785755952380952,0.0037762557327833306,0.8376060606060605,0.09961486219430041,0.07110187641951866,0.023473863895339203,0.8348149250778565,0.032138731212886504,0.02469357346823796,0.005177692767536303,0.9709044127768747,0.00572318750491188,0.0049762118540030995,0.004707378724021091,0.026384666425205393,0.0008701037538698279
Beta,KITTI,AdaBoost,2,9090,1000,8000,0.9498875,0.0009175185435607048,0.13989554037753382,0.0015280019941063875,0.01803716086213921,0.0015547171340952028,0.02588518255033432,0.0019645922886203492,0.3848809523809524,0.05913698918123364,0.15614199501692147,0.0073903191959614895,0.761609445491562,0.009096759703767821,0.04164818065775737,0.0035225176348155354,0.94849239001307,0.0036960415923714693,0.003334150518518366,0.0025981174122300904,0.038644940935109603,0.00041252411431742374
Beta,KITTI,XGBoost,2,9090,1000,8000,0.9670874999999999,0.0010525267217510524,0.09995138077517556,0.0020027614708728308,0.017801875,0.0014586855077149603,0.027657261904761893,0.002014704586937094,0.5582323232323233,0.07919921975556415,0.09633030899968546,0.009137329906131874,0.7931347650359646,0.012591217637634293,0.02849163799079365,0.003851625050710594,0.9656448775985462,0.003966673869802986,0.00422997857436018,0.002533307803277413,0.02653070249491892,0.0006305778168664338
Beta,KITTI,mondrian_forest,2,9031,1000,8000,0.9532,0.0008502450627122897,0.157608029689651,0.009417279018526037,0.025211577783428134,0.009884597787277068,0.033928522233546546,0.010247090922437677,0.44352525252525254,0.12565914772104328,0.14156382392354533,0.04070126216724541,0.7646740586490373,0.03536486259061247,0.04549517380806256,0.013622694157166064,0.9456297273769344,0.014461321002881153,0.01049589248388575,0.012436324244742952,0.03678501992496449,0.0013993733963598672
Beta,KITTI,random_forest,2,9090,1000,8000,0.9624625,0.001740100970889022,0.11386652807052763,0.0019523214427199767,0.015933209369002062,0.0027498895789988607,0.028267737844731168,0.004136585614367806,0.8435454545454546,0.044097132915400274,0.11596233480319063,0.013286934133630865,0.7749497943630698,0.016499254841763383,0.03229091280890631,0.005385664729426297,0.9604723703613003,0.005598809426509289,0.005157573191467985,0.004102996913889551,0.029485214376101875,0.0006018236190459359
Beta,KITTI,1layer_NN,2,9090,1000,8000,0.9683624999999999,0.0008649221223773515,0.1028839001123589,0.001929857075165083,0.01741800568221366,0.0026348310194301682,0.02784057723195782,0.0024300558775904074,0.6755555555555556,0.08037826558431295,0.06404869159753313,0.0133831777176139,0.8285607395175217,0.020406882920414978,0.02655339513020457,0.0047244422783443915,0.9688698424178371,0.005033723752848958,0.003783381155584782,0.004004757343739758,0.025803009268567496,0.0006129314874151583
