,fit_time,score_time,test_accuracy,test_log-loss,test_ECE,test_MCE,test_sharpness,test_overconfidence,test_underconfidence,test_avg_confidence,model,alpha,beta,miscal_function,test_plus_train_size,marginal_class_probs
0,0.006367921829223633,0.003687143325805664,0.4088888888888889,1.4988620376975577,-0.07818518518518518,-0.24835164835164836,0.04114627543784985,-0.3089740865040558,-0.6499534008954749,0.3257681805451365,Temperature_Scaling,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
1,0.001795053482055664,0.0034449100494384766,0.4011111111111111,1.4982777480076424,-0.06386243386243386,-0.17142857142857137,0.05540841634086867,-0.32370302718010335,-0.6281727682634453,0.34300618034107994,Temperature_Scaling,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
2,0.001500844955444336,0.0034461021423339844,0.4,1.5368042097989094,-0.07640740740740741,-0.2206896551724139,0.14426816243916374,-0.41173564339168417,-0.5168818147470333,0.4402886601361972,Temperature_Scaling,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
3,0.0019299983978271484,0.003804922103881836,0.40555555555555556,1.501510313787884,-0.06306878306878307,-0.23999999999999988,0.0853898276257447,-0.3556342097756576,-0.5848515956952224,0.37977052200135625,Temperature_Scaling,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
4,0.0016450881958007812,0.005618095397949219,0.4111111111111111,1.501028547670623,-0.09251322751322752,-0.27056277056277056,0.032672965910222604,-0.2988554515425976,-0.6655483584609206,0.3134894407633735,Temperature_Scaling,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
5,0.00220489501953125,0.0035719871520996094,0.3977777777777778,1.522539037936433,-0.05311111111111114,-0.1652661064425771,0.11750436551221262,-0.3873211312488696,-0.5449315999599811,0.41426948927912677,Temperature_Scaling,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
6,0.0018579959869384766,0.0047380924224853516,0.4,1.5054217876815976,-0.045841269841269836,-0.18260869565217386,0.08275391081567875,-0.3550104230731939,-0.5845757662178697,0.37917594735676846,Temperature_Scaling,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
7,0.0020139217376708984,0.0041961669921875,0.40444444444444444,1.5051305260566363,-0.05245502645502646,-0.2124999999999999,0.08687131633172206,-0.35897250667060016,-0.581508108757704,0.383044791097375,Temperature_Scaling,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
8,0.0022590160369873047,0.003593921661376953,0.4066666666666667,1.505538088317857,-0.06332804232804233,-0.18787878787878776,0.09046253558270612,-0.3622039129913714,-0.577209863189193,0.38684231067794184,Temperature_Scaling,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
9,0.0016400814056396484,0.003715991973876953,0.4022222222222222,1.5292078493857846,-0.05805291005291008,-0.36190476190476195,0.1287096806693126,-0.39519160634922706,-0.5361550084216166,0.42280552351917655,Temperature_Scaling,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
