,,,,,,,accuracy,accuracy,log-loss,log-loss,ECE,ECE,ECE_15bins,ECE_15bins,MCE,MCE,sharpness,sharpness,overconfidence,overconfidence,underconfidence,underconfidence,avg_confidence,avg_confidence,weighted_abs_conf_difference,weighted_abs_conf_difference,brier_score,brier_score,cal_time,cal_time,fit_time,fit_time
GPcalib,PCam,random_forest,2,10000,1000,9000,0.8484777777777778,0.0009443355056997018,0.3504916525143171,0.0031075347377360297,0.028259535353535342,0.002695769200729183,0.021297301587301573,0.0029922757141977174,0.6430808080808081,0.09388933413886111,0.3585782307890817,0.02482254663029586,0.7045191556516461,0.006789692386355457,0.12064509765849744,0.005075566226508687,0.8528627051460946,0.004877451369564543,0.0057833279086525425,0.004029878849550164,0.10606355874427245,0.0005979470321999747,0.1581143856048584,0.0022375832221921362,1.0643824577331542,0.3730612334659129
GPcalib,PCam,1layer_NN,2,10000,1000,9000,0.5778888888888889,0.0035210517196741053,0.6727427840606461,0.0009616123871125028,0.04541581257014591,0.0030749093236233007,0.040167248677248676,0.002658214625611779,0.661533411033411,0.05969874617616966,0.22266619952332745,0.012158516468089894,0.5700030876720252,0.0017755614547036083,0.3861967132982933,0.002621530499467671,0.5953163653570889,0.0023643235027563953,0.01742747646820002,0.002196849144138805,0.23677814232716718,0.0003777085805906589,0.1563263416290283,0.0020438809934616533,0.8995843648910522,0.02582563513080467
GPcalib_lin,PCam,AdaBoost,2,10000,1000,9000,0.7585777777777778,0.0023387943149701424,0.4819852800145633,0.002337445628989995,0.03687884287317621,0.003364932546150768,0.02427214285714285,0.004774867075954831,0.21659378634923052,0.05971397696502216,0.31958971947054404,0.010355330608548539,0.6729005756742392,0.010597366879447253,0.20916991316954708,0.011817102686462674,0.7623556106116272,0.011317525061992947,0.009935000133992922,0.008636175805470067,0.1600732960270212,0.0010172184573834307,0.154732084274292,0.0025338601951933157,1.4103289127349854,0.45303698027002914
GPcalib_lin,PCam,XGBoost,2,10000,1000,9000,0.8085777777777778,0.0015615405147320091,0.4172636901549929,0.001798092594280721,0.03994773849607183,0.00208554465687398,0.02449201058201058,0.0017635544531072235,0.2203917452532173,0.03539317220037094,0.2925490522591294,0.005254359041872338,0.715409640707878,0.007366555987432407,0.1582315523119614,0.008089712409986363,0.8175789876329589,0.007754703258108436,0.011591674212940132,0.005062083367337299,0.13410030762549557,0.0008718963167913108,0.15472702980041503,0.001628727434495233,0.8552310228347778,0.016396764742012553
GPcalib_lin,PCam,mondrian_forest,2,10000,1000,9000,0.7946222222222221,0.0012991502973862961,0.4152333725229651,0.0011218416571800703,0.042614921436588106,0.001550881399783143,0.02865373015873015,0.0017595434894802492,0.1559690917922879,0.022400731656485515,0.38224428853515774,0.025287351413419704,0.6778191239056636,0.009152752440179043,0.1690364005095945,0.006032333906490169,0.7995131886912972,0.006376360834278911,0.007993535274450745,0.0034681659604071844,0.1371757953728298,0.0005585884936287824,0.1558452844619751,0.003197018012740299,0.8643509864807128,0.07916912790710841
GPcalib_lin,PCam,random_forest,2,10000,1000,9000,0.8482555555555555,0.0010463208781117614,0.3367447047259821,0.002153856545863806,0.021194190796857464,0.0013188385839663708,0.019258492063492064,0.0010881719122330846,0.24448578279568106,0.2404536664288465,0.3535889157010155,0.002176039809745939,0.7087925231992458,0.006967946177876612,0.117107837485562,0.0052777510101699576,0.8564728484171473,0.005448512170421802,0.008217292861591804,0.005857693450668365,0.10609222380529885,0.0006426663879618741,0.15604000091552733,0.0030802096576966736,0.8361363410949707,0.011318480983457434
GPcalib_lin,PCam,1layer_NN,2,10000,1000,9000,0.5921222222222222,0.0012040740171115221,0.6645305734659495,0.0017553069927077616,0.05183124017957352,0.008623845220403301,0.04932738095238095,0.008828632047859513,0.17751600417213556,0.10322913382744928,0.045002062138476934,0.024281052912583322,0.5875403608806445,0.009964116168084408,0.395046918757838,0.008024406609991791,0.5978458772132881,0.008514617556383209,0.007804829225520412,0.006510664855578871,0.23601100358308452,0.0008156608060441335,0.1560121536254883,0.006715510832927205,0.9205221891403198,0.25795018453376245
GPcalib_approx,PCam,AdaBoost,2,10000,1000,9000,0.7585888888888889,0.0021760953440743643,0.48278850743664153,0.0022391702392826752,0.03875018069584736,0.0026834920429106854,0.025877486772486767,0.004418193072027463,0.2280286210269641,0.043653548783636115,0.3086295422082261,0.013036305382014206,0.6733343221607605,0.010344502961151749,0.21082738578170906,0.011888731613240743,0.7612045730842356,0.011306810007330532,0.009230409239178972,0.00893849121650538,0.16014197296485944,0.001022350455512826,0.11675336360931396,0.001898764484401644,1.3587225437164308,0.3574520880867844
GPcalib_approx,PCam,XGBoost,2,10000,1000,9000,0.8085777777777778,0.0015615405147320091,0.4136448223690106,0.001304405768872643,0.03535827946127947,0.0025972173517449784,0.02180579365079365,0.004143420232976667,0.1837217530880524,0.027572511445458036,0.328717863037264,0.003928943755784367,0.6979902752698519,0.00990544794169125,0.167309830869732,0.009844911436133509,0.8069053657487378,0.009652200546639823,0.00812608714635613,0.007322061993163423,0.13373707707708873,0.0005848359963050272,0.11636042594909668,0.0014118214643328367,0.9163039922714233,0.04811910883708769
GPcalib_approx,PCam,mondrian_forest,2,10000,1000,9000,0.7945888888888889,0.0012461738424240127,0.4077110175988018,0.0013085728603789894,0.0344016681490715,0.0040120488214762185,0.02630334652442156,0.005781557409634338,0.14867112686168923,0.02821527293877652,0.4620744705832447,0.025613851033112693,0.6443753866194543,0.012763066181464009,0.18601300978556284,0.009153863670517055,0.779150600756369,0.009696276326760678,0.015579083832287621,0.010519451269351368,0.1370724678159651,0.0003881204152449619,0.11832613945007324,0.0015071516102052591,1.0195031642913819,0.2729930342814896
GPcalib_approx,PCam,random_forest,2,10000,1000,9000,0.8486666666666668,0.000737027731190098,0.3505942093447082,0.0032033158080821333,0.021158411896745225,0.0020186389118964274,0.02120698412698412,0.0026885669798870347,0.1017348868119083,0.018090449219183256,0.36012430026992004,0.025223081992168765,0.7054892708899033,0.006992241241806461,0.11967191570795366,0.00491058118845497,0.8538693358015399,0.004868731909711663,0.005922384283829019,0.004331717810825316,0.10607909333064089,0.0006103535003664381,0.11759669780731201,0.0012493743431150428,1.0536388158798218,0.34382319425180213
GPcalib_approx,PCam,1layer_NN,2,10000,1000,9000,0.5768333333333333,0.003309068058063261,0.6728345463482495,0.0009331774824182609,0.04870608305274972,0.0031875844731040597,0.04169492063492064,0.002089790552186136,0.6734343434343435,0.05816112145912176,0.2238649564908751,0.012206279455077653,0.5699721224434707,0.0017688369808679595,0.38568476533432905,0.0025841284458088852,0.5955529479946878,0.0023586353061421767,0.018719614661354415,0.00165761267923041,0.23678324179395965,0.00036779235200302463,0.11670660972595215,0.001511943691988401,0.8976227760314941,0.029790951466869244
