,fit_time,score_time,test_accuracy,test_log-loss,test_ECE,test_MCE,test_sharpness,test_overconfidence,test_underconfidence,test_avg_confidence,model,alpha,beta,miscal_function,test_plus_train_size,marginal_class_probs
0,7.677078247070312e-05,0.003091096878051758,0.4477777777777778,1.5970767853943775,-0.0361164021164021,-0.19047619047619047,0.11150982251391056,-0.39347922695213167,-0.5233507179947671,0.4307209293814647,No_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
1,3.719329833984375e-05,0.00243377685546875,0.44222222222222224,1.612170795340307,-0.03954497354497353,-0.19047619047619047,0.11076661116139316,-0.39082722089072564,-0.5228046273247728,0.42902113690209415,No_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
2,3.1948089599609375e-05,0.0023927688598632812,0.44666666666666666,1.5815785856391666,-0.04074603174603173,-0.19047619047619047,0.11501833288828761,-0.3930064077568878,-0.5240280684845408,0.4300643417023831,No_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
3,3.409385681152344e-05,0.002521991729736328,0.45111111111111113,1.5736695702887973,-0.03413227513227512,-0.19047619047619047,0.11275925487929792,-0.3921793749112805,-0.523734424000487,0.4301115945133054,No_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
4,6.008148193359375e-05,0.0025959014892578125,0.44666666666666666,1.5643564705925035,-0.03731216931216929,-0.19047619047619047,0.11365806463993508,-0.3930507404840124,-0.5203215856491514,0.4317444348111993,No_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
5,3.409385681152344e-05,0.0024247169494628906,0.44555555555555554,1.5946562927279189,-0.036095238095238076,-0.19047619047619047,0.11095485835683448,-0.39087334421632713,-0.5272949235174633,0.42733392714827156,No_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
6,3.409385681152344e-05,0.0029077529907226562,0.4488888888888889,1.5914984164589747,-0.030809523809523794,-0.24285714285714288,0.1117676245969485,-0.3909830511852952,-0.5245989049125228,0.4288773731147191,No_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
7,3.814697265625e-05,0.002444028854370117,0.45111111111111113,1.5850120512529835,-0.03417460317460318,-0.19047619047619047,0.11361075696188803,-0.395552172089376,-0.5271001379186506,0.43044457446353285,No_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
8,3.2901763916015625e-05,0.0025491714477539062,0.45111111111111113,1.595444742871263,-0.034370370370370364,-0.19047619047619047,0.11384073259445227,-0.3950871234270175,-0.5245140507797201,0.4313559270626448,No_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
9,3.314018249511719e-05,0.002399921417236328,0.4411111111111111,1.6024030375516114,-0.03263492063492063,-0.19047619047619047,0.11212718601854696,-0.3934737388377279,-0.5229260068456542,0.43035073990850264,No_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
0,0.00043201446533203125,0.011876106262207031,0.43144444444444446,1.6504686413732998,-0.013542328042328045,-0.24761904761904774,0.10295470710389935,-0.4013642920017434,-0.5343738193735672,0.42908972683837326,No_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
1,0.000263214111328125,0.010114669799804688,0.4298888888888889,1.6498677609029389,-0.012620105820105844,-0.16428571428571437,0.10286159951689335,-0.4023464209051584,-0.5350706945957359,0.42925010758594057,No_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
2,0.0002028942108154297,0.010673046112060547,0.43177777777777776,1.6516716465509567,-0.010934391534391543,-0.16428571428571437,0.10338530957376124,-0.40166299969112257,-0.5341993533160349,0.4293562103815877,No_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
