,fit_time,score_time,test_accuracy,test_log-loss,test_ECE,test_MCE,test_sharpness,test_overconfidence,test_underconfidence,test_avg_confidence,model,alpha,beta,miscal_function,test_plus_train_size,marginal_class_probs
0,0.009862899780273438,0.016458988189697266,0.3988888888888889,1.5170115805666333,-0.05960317460317459,-0.09646869983948636,0.06503393337833276,-0.3404250258749909,-0.6009837583102055,0.36379641085000697,Beta_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
1,0.009510993957519531,0.018980979919433594,0.39555555555555555,1.4843287750439227,-0.05086243386243386,-0.2952380952380953,0.07102796824572044,-0.35572266942326286,-0.5780793133503794,0.381907662903911,Beta_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
2,0.011200189590454102,0.018254995346069336,0.35555555555555557,1.4975892886634288,-0.09517460317460318,-0.3999999999999999,0.03627826987525862,-0.29341068625391226,-0.6499277225860144,0.3135570297774939,Beta_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
3,0.01046609878540039,0.016836881637573242,0.39666666666666667,1.508477815952734,-0.06100529100529098,-0.24285714285714288,0.07572294558737638,-0.36955111501092497,-0.5520363713955625,0.40065474540301826,Beta_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
4,0.008419990539550781,0.016614913940429688,0.4022222222222222,1.5428194422574886,-0.0700952380952381,-0.21165845648604265,0.04971294968398656,-0.3379441419063,-0.6083346534807221,0.35955200420618666,Beta_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
5,0.009196043014526367,0.01660299301147461,0.39111111111111113,1.5211081889142668,-0.06702116402116402,-0.2952380952380953,0.07256423570356275,-0.37975406466944134,-0.5496863308137737,0.40735070999156164,Beta_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
6,0.008980989456176758,0.01630115509033203,0.41444444444444445,1.4756361382963694,-0.056386243386243366,-0.20297619047619053,0.06825024769017445,-0.34381734490362453,-0.5901894374518014,0.37116786732743134,Beta_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
7,0.008910179138183594,0.01637887954711914,0.37555555555555553,1.5081284658218836,-0.05262962962962963,-0.12425876010781672,0.10207062071200254,-0.379822793723854,-0.5323818924400519,0.4127948115867427,Beta_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
8,0.00876307487487793,0.016628026962280273,0.36777777777777776,1.4976172476688245,-0.06209523809523809,-0.2952380952380953,0.0807032640794278,-0.35410286925417495,-0.5662753981133418,0.3833859731445661,Beta_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
9,0.008974075317382812,0.016537904739379883,0.39111111111111113,1.505813606905675,-0.04982010582010583,-0.12857142857142867,0.09263916907257677,-0.38122205740926157,-0.5410220480508627,0.4116332517181907,Beta_Calibration,2,5.0,identity,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
0,0.016168832778930664,0.061866044998168945,0.40744444444444444,1.4862671444286497,-0.03877513227513228,-0.12857142857142867,0.07205403405809617,-0.344496094815965,-0.5977989038975868,0.36800767700678777,Beta_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
1,0.01714301109313965,0.06156206130981445,0.405,1.4836143777605442,-0.057961375661375665,-0.2952380952380953,0.05823750950928739,-0.32621581622924145,-0.6205896340496616,0.34775960886628565,Beta_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
2,0.01720428466796875,0.06047987937927246,0.4083333333333333,1.4815994674233612,-0.059352910052910074,-0.12857142857142867,0.06114953958434652,-0.32844875105050586,-0.6182748446473622,0.3502032828072098,Beta_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
3,0.016097068786621094,0.061807870864868164,0.40444444444444444,1.4827850105727647,-0.04578359788359788,-0.1523809523809524,0.06413259379268149,-0.3359045005111642,-0.6078500878929275,0.35865264475662045,Beta_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
4,0.017186880111694336,0.06207895278930664,0.412,1.4824141358378633,-0.05288783068783069,-0.18412698412698414,0.06656143479352432,-0.33516115696655746,-0.6096734336974742,0.3578893056129765,Beta_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
5,0.016670942306518555,0.06499528884887695,0.407,1.48740949728641,-0.05490634920634921,-0.24260651629072683,0.06720774576678977,-0.33562255232084026,-0.6066451540998858,0.35911959580760466,Beta_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
6,0.01587820053100586,0.061654090881347656,0.4147777777777778,1.4879402256307501,-0.04807037037037037,-0.2238095238095239,0.07001426969183218,-0.3405332903780431,-0.6040413358695484,0.3635225037355698,Beta_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
7,0.015919923782348633,0.061250925064086914,0.416,1.4831601472219842,-0.0692931216931217,-0.19377289377289375,0.05618114755527705,-0.3219080042358638,-0.6282578814305203,0.34263899579864804,Beta_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
8,0.016618967056274414,0.06235337257385254,0.40066666666666667,1.4875075708860999,-0.038323280423280426,-0.10168970814132106,0.06727062782257494,-0.33972606484776824,-0.6019955758863227,0.36307626079364247,Beta_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
9,0.015388250350952148,0.06105399131774902,0.4073333333333333,1.4850798254729687,-0.04966243386243385,-0.21831501831501843,0.0621378186404824,-0.33338395508427454,-0.6116350650339551,0.35577954088944896,Beta_Calibration,2,5.0,identity,10000,"0.2, 0.2, 0.2, 0.2, 0.2"
0,0.009276866912841797,0.01658797264099121,0.5411111111111111,1.3167270059853342,-0.0738042328042328,-0.15476190476190466,0.1415529090653107,-0.42951473667354306,-0.4592829046574097,0.4896875685311275,Beta_Calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
1,0.009375810623168945,0.016949176788330078,0.5555555555555556,1.2965399378592504,-0.08287301587301585,-0.1500553709856035,0.12946359206897598,-0.42628110926381696,-0.48590780652761856,0.47506504493524165,Beta_Calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
2,0.010022878646850586,0.01649785041809082,0.54,1.2821977456499516,-0.1001111111111111,-0.24285714285714288,0.11645999972198241,-0.39093791444460857,-0.5119440102340963,0.44338167511810783,Beta_Calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
3,0.009910106658935547,0.016837120056152344,0.5633333333333334,1.3156736968259142,-0.08418518518518518,-0.19047619047619047,0.10782720508126525,-0.42965830557249346,-0.48413570920565996,0.47822101058080035,Beta_Calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
4,0.009177923202514648,0.01658320426940918,0.5577777777777778,1.3026666858953462,-0.13820105820105819,-0.24740834386852084,0.0932090734848063,-0.3702210398431293,-0.5471622283071925,0.4163028169415054,Beta_Calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
5,0.009059906005859375,0.016695022583007812,0.5555555555555556,1.3003959245561068,-0.08120634920634918,-0.19312169312169303,0.12233215000222711,-0.42685914640036077,-0.48739103798043015,0.47449793285547687,Beta_Calibration,2,5.0,root,1000,"0.2, 0.2, 0.2, 0.2, 0.2"
